window,symbol,checkpoint,path,route,regime,direction,confidence,entry_price,atr_4h,sl_price,tp_price,one_R_dist,live_allowed,suppressed_flag,run_length,one_r_before_sl,two_r_before_sl,sl_first,unresolved,mfe_4h,mae_4h,mfe_8h,mae_8h,mfe_24h,mae_24h,mfe_48h,mae_48h,time_to_sl_min,time_to_1r_min,time_to_tp_min,fee_drag_R_taker_taker,fee_drag_R_maker_taker,truncated_4h,truncated_8h,truncated_24h,truncated_48h,forward_bars
28d,AVAX/USDT:USDT,2026-04-13T11:00:00+00:00,1h_continuation,supertrend_trend,trending,SHORT,60.37,8.986,0.1845872095395654,9.53976163,7.87847674,0.5537616299999986,False,(allowed),2,False,False,True,False,0.025000000000000355,0.3330000000000002,0.025000000000000355,0.4009999999999998,0.025000000000000355,0.7299999999999986,0.025000000000000355,0.7299999999999986,690.0,,,0.016227198695583197,0.011359039086908235,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-13T20:00:00+00:00,4h_flip,supertrend_trend,trending,LONG,65.82,9.404,0.1941006192997176,8.82169814,10.56860372,0.5823018599999994,False,(allowed),8,,,,True,0.3119999999999994,0.1609999999999996,0.3119999999999994,0.1609999999999996,0.3119999999999994,0.1980000000000004,0.3119999999999994,0.1980000000000004,,,,0.016149699401612785,0.011304789581128946,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-14T14:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,53.55,9.491,0.20060726748800597,8.8891782,10.6946436,0.6018217999999997,False,ALLOW_15M_FAST,1,,,,True,0.040000000000000924,0.21899999999999942,0.040000000000000924,0.28500000000000014,0.040000000000000924,0.28500000000000014,0.12700000000000067,0.28500000000000014,,,,0.015770448993373126,0.01103931429536119,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-14T16:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,53.64,9.451,0.20477817695314843,8.83666547,10.67966906,0.6143345300000007,False,ALLOW_15M_FAST,1,,,,True,0.02099999999999902,0.245000000000001,0.02099999999999902,0.245000000000001,0.02099999999999902,0.245000000000001,0.19599999999999973,0.245000000000001,,,,0.015384126300046963,0.010768888410032873,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-15T19:00:00+00:00,1h_continuation,supertrend_trend,trending,LONG,65.58,9.47,0.19259704336642397,8.89220887,10.62558226,0.5777911300000014,False,(allowed),8,,,,True,0.09699999999999953,0.04600000000000115,0.09699999999999953,0.13400000000000034,0.3780000000000001,0.21300000000000097,0.5359999999999996,0.21300000000000097,,,,0.016390005848653265,0.011473004094057285,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-16T03:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,54.13,9.44,0.1929535731067635,8.86113928,10.59772144,0.5788607199999998,False,ALLOW_15M_FAST,1,,,,True,0.12300000000000111,0.02999999999999936,0.17800000000000082,0.10200000000000031,0.4429999999999996,0.18299999999999983,0.5660000000000007,0.18299999999999983,,,,0.01630789527401342,0.01141552669180939,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-16T04:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,45.22,9.48,0.1916711750277089,8.90498647,10.63002705,0.5750135299999997,False,ALLOW_ALIGNED_TREND,4,,,,True,0.1379999999999999,0.025000000000000355,0.1379999999999999,0.14200000000000124,0.4029999999999987,0.22300000000000075,0.5259999999999998,0.22300000000000075,,,,0.01648656858561225,0.011540598009928574,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-16T12:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,54.32,9.511,0.18865014581470824,8.94504956,10.64290087,0.5659504399999999,False,ALLOW_15M_FAST,1,,,,True,0.136000000000001,0.25399999999999956,0.3719999999999999,0.25399999999999956,0.3719999999999999,0.25399999999999956,0.495000000000001,0.25399999999999956,,,,0.016805358433858626,0.011763750903701038,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-16T13:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,45.36,9.504,0.18865014581470824,8.93804956,10.63590087,0.5659504399999999,False,ALLOW_ALIGNED_TREND,2,,,,True,0.14300000000000068,0.2469999999999999,0.37899999999999956,0.2469999999999999,0.37899999999999956,0.2469999999999999,0.5020000000000007,0.2469999999999999,,,,0.01679298985967747,0.011755092901774226,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-16T15:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,54.32,9.466,0.18865014581470824,8.90004956,10.59790087,0.5659504399999999,False,ALLOW_15M_FAST,1,,,,True,0.38200000000000145,0.06199999999999939,0.4169999999999998,0.06199999999999939,0.5400000000000009,0.06199999999999939,0.5400000000000009,0.1399999999999988,,,,0.016725846171265456,0.011708092319885819,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-16T16:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,45.43,9.582,0.20060370682794335,8.98018888,10.78562224,0.6018111200000007,False,ALLOW_ALIGNED_TREND,2,,,,True,0.2839999999999989,0.17800000000000082,0.3009999999999984,0.17800000000000082,0.4239999999999995,0.17800000000000082,0.4239999999999995,0.2560000000000002,,,,0.01592193909610708,0.011145357367274957,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-16T19:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,54.39,9.774,0.20060370682794335,9.17218888,10.97762224,0.6018111199999989,False,ALLOW_15M_FAST,1,,,,True,0.10899999999999999,0.13399999999999856,0.10899999999999999,0.22399999999999842,0.2320000000000011,0.3329999999999984,0.2320000000000011,0.48299999999999876,,,,0.01624097607235974,0.011368683250651818,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-16T19:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,45.43,9.774,0.20060370682794335,9.17218888,10.97762224,0.6018111199999989,False,ALLOW_ALIGNED_TREND,2,,,,True,0.10899999999999999,0.13399999999999856,0.10899999999999999,0.22399999999999842,0.2320000000000011,0.3329999999999984,0.2320000000000011,0.48299999999999876,,,,0.01624097607235974,0.011368683250651818,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-17T13:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,55.52,9.728,0.21778281393033302,9.07465156,11.03469688,0.6533484400000003,False,ALLOW_15M_FAST,1,,,,True,0.27800000000000047,0.019000000000000128,0.27800000000000047,0.019000000000000128,0.27800000000000047,0.38700000000000045,0.27800000000000047,0.6069999999999993,,,,0.014889451637781513,0.010422616146447058,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-17T13:00:00+00:00,1h_continuation,supertrend_trend,trending,LONG,68.92,9.728,0.21778281393033302,9.07465156,11.03469688,0.6533484400000003,False,(allowed),8,,,,True,0.27800000000000047,0.019000000000000128,0.27800000000000047,0.019000000000000128,0.27800000000000047,0.38700000000000045,0.27800000000000047,0.6069999999999993,,,,0.014889451637781513,0.010422616146447058,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-17T13:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,46.69,9.728,0.21778281393033302,9.07465156,11.03469688,0.6533484400000003,False,ALLOW_ALIGNED_TREND,8,,,,True,0.27800000000000047,0.019000000000000128,0.27800000000000047,0.019000000000000128,0.27800000000000047,0.38700000000000045,0.27800000000000047,0.6069999999999993,,,,0.014889451637781513,0.010422616146447058,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-19T00:00:00+00:00,4h_flip,supertrend_trend,trending,SHORT,84.34,9.328,0.20184505555076296,9.93353517,8.11692967,0.6055351700000013,False,(allowed),8,,,,True,0.125,0.004000000000001336,0.20699999999999896,0.004000000000001336,0.3669999999999991,0.0259999999999998,0.3669999999999991,0.10400000000000098,,,,0.015404555279588433,0.010783188695711902,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-19T18:00:00+00:00,1h_continuation,supertrend_trend,trending,SHORT,62.48,9.144,0.18921359932281714,9.7116408,8.0087184,0.5676407999999995,False,(allowed),6,,,,True,0.04299999999999926,0.08300000000000018,0.18299999999999983,0.08300000000000018,0.18299999999999983,0.17900000000000027,0.18299999999999983,0.3879999999999999,,,,0.01610877865016047,0.011276145055112327,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-21T20:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,77.93,9.201,0.1845255595698674,9.662313898924669,8.278372202150663,0.46131389892466856,False,ALLOW_ADAPTIVE_TREND_ROUTE,8,False,False,True,False,0.009999999999999787,0.19699999999999918,0.009999999999999787,0.40499999999999936,0.009999999999999787,0.47199999999999953,0.05900000000000105,0.47199999999999953,570.0,,,0.019945204385663873,0.013961643069964712,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-22T04:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,LONG,81.83,9.557,0.19026438554748762,9.081339036131281,10.508321927737438,0.4756609638687195,False,ALLOW_ADAPTIVE_TREND_ROUTE,40,,,,True,0.11599999999999966,0.028999999999999915,0.11599999999999966,0.028999999999999915,0.11599999999999966,0.34999999999999964,0.11599999999999966,0.4150000000000009,,,,0.020092041865848162,0.014064429306093711,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-23T12:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,73.49,9.268,0.16091484507002204,9.670287112675055,8.46342577464989,0.40228711267505446,False,ALLOW_ADAPTIVE_TREND_ROUTE,8,,,,True,0.02800000000000047,0.17799999999999905,0.12600000000000122,0.17799999999999905,0.12600000000000122,0.19699999999999918,0.12600000000000122,0.22999999999999865,,,,0.023038272189162032,0.016126790532413424,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-23T20:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,69.11,9.266,0.17126841233078435,9.694171030826961,8.409657938346077,0.4281710308269613,False,ALLOW_ADAPTIVE_TREND_ROUTE,8,,,,True,0.0039999999999995595,0.13400000000000034,0.0039999999999995595,0.17099999999999937,0.0039999999999995595,0.21000000000000085,0.0039999999999995595,0.23199999999999932,,,,0.021640884910181395,0.015148619437126977,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-24T12:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,LONG,70.19,9.436,0.1625276740050899,9.029680814987275,10.24863837002545,0.406319185012725,False,ALLOW_ADAPTIVE_TREND_ROUTE,56,,,,True,0.02800000000000047,0.09800000000000075,0.040000000000000924,0.09800000000000075,0.06199999999999939,0.09800000000000075,0.08799999999999919,0.15799999999999947,,,,0.023223121988946906,0.016256185392262833,False,False,False,False,192
28d,AVAX/USDT:USDT,2026-04-25T20:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,63.93,9.3,0.13545428313883975,9.6386357078471,8.622728584305802,0.33863570784710006,False,ALLOW_ADAPTIVE_TREND_ROUTE,8,,,,True,0.019000000000000128,0.0649999999999995,0.019000000000000128,0.0649999999999995,0.019000000000000128,0.24099999999999966,0.09700000000000131,0.2599999999999998,,,,0.027463140432311153,0.019224198302617807,False,False,False,True,144
28d,AVAX/USDT:USDT,2026-04-26T12:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,LONG,62.73,9.478,0.12525853240130155,9.164853668996745,10.104292662006507,0.31314633100325473,False,ALLOW_ADAPTIVE_TREND_ROUTE,40,,,,True,0.019999999999999574,0.07499999999999929,0.06300000000000061,0.08399999999999963,0.08200000000000074,0.27500000000000036,0.08200000000000074,0.27500000000000036,,,,0.030266999998481505,0.021186899998937053,False,False,True,True,80
28d,DOGE/USDT:USDT,2026-03-31T00:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,77.82,0.09078,0.001749670012756163,0.0951541750318904,0.08203164993621918,0.004374175031890401,False,ALLOW_ADAPTIVE_TREND_ROUTE,56,,,,True,0.00032999999999999696,0.0019699999999999995,0.00032999999999999696,0.0019699999999999995,0.0014900000000000052,0.002030000000000004,0.0014900000000000052,0.003720000000000001,,,,0.020753627675655063,0.014527539372958547,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-01T16:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,LONG,63.05,0.09302,0.0017324000982503918,0.08868899975437403,0.10168200049125196,0.004331000245625979,False,ALLOW_ADAPTIVE_TREND_ROUTE,8,,,,True,0.0012399999999999911,0.00068,0.0012399999999999911,0.0010000000000000009,0.0012399999999999911,0.0041100000000000025,0.0012399999999999911,0.0041100000000000025,,,,0.02147771755357068,0.015034402287499473,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-02T08:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,83.38,0.0902,0.001780292565757221,0.09465073141439305,0.0812985371712139,0.004450731414393047,False,ALLOW_ADAPTIVE_TREND_ROUTE,48,,,,True,0.0007599999999999968,0.00032000000000000084,0.0012899999999999995,0.0009499999999999925,0.0012899999999999995,0.0012899999999999995,0.0012899999999999995,0.002360000000000001,,,,0.02026633189059797,0.014186432323418575,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-04T04:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,60.92,0.09118,0.0014186373053746862,0.09472659326343671,0.08408681347312656,0.0035465932634367175,False,ALLOW_ADAPTIVE_TREND_ROUTE,24,,,,True,0.0002299999999999941,0.00028000000000000247,0.0005000000000000004,0.00028000000000000247,0.0005000000000000004,0.001920000000000005,0.001559999999999992,0.0024200000000000055,,,,0.025709178703972616,0.017996425092780828,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-05T08:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,73.39,0.09003,0.0012589764877101294,0.09317744121927532,0.08373511756144936,0.003147441219275321,False,ALLOW_ADAPTIVE_TREND_ROUTE,32,False,False,True,False,7.999999999999674e-05,0.0005499999999999949,0.0004099999999999937,0.0013999999999999985,0.0004099999999999937,0.0035700000000000037,0.0004099999999999937,0.0035700000000000037,975.0,,,0.028604187887178036,0.020022931521024627,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-06T08:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,LONG,67.27,0.09205,0.001336749841114731,0.08870812539721318,0.09873374920557366,0.003341874602786829,False,ALLOW_ADAPTIVE_TREND_ROUTE,16,,,,True,0.0014199999999999907,0.00015000000000001124,0.0014199999999999907,0.00015000000000001124,0.0014199999999999907,0.0022100000000000036,0.003969999999999987,0.0022100000000000036,,,,0.02754442070424738,0.01928109449297316,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-07T04:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,67.17,0.09045,0.0013377550811362296,0.09379438770284057,0.08376122459431885,0.0033443877028405677,False,ALLOW_ADAPTIVE_TREND_ROUTE,32,False,False,True,False,0.00027000000000000635,0.00032000000000000084,0.00027000000000000635,0.0009899999999999909,0.00045000000000000595,0.005569999999999992,0.00045000000000000595,0.005569999999999992,1110.0,,,0.02704530934711187,0.01893171654297831,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-08T13:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,53.57,0.09472,0.001483696327306733,0.09026891,0.10362218,0.004451090000000005,False,ALLOW_15M_FAST,1,,,,True,0.0002500000000000002,0.002140000000000003,0.0002500000000000002,0.002140000000000003,0.0002500000000000002,0.0038600000000000023,0.0002500000000000002,0.0038600000000000023,,,,0.021280180809644358,0.014896126566751048,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-09T04:00:00+00:00,4h_flip,supertrend_trend,trending,SHORT,69.23,0.09148,0.0015409433778687952,0.09610283,0.08223434,0.0046228299999999944,False,(allowed),8,,,,True,0.0006200000000000094,0.0009799999999999948,0.0006200000000000094,0.0009799999999999948,0.0006200000000000094,0.003489999999999993,0.0006200000000000094,0.003789999999999988,,,,0.019788744124270223,0.013852120886989156,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-10T01:00:00+00:00,1h_continuation,supertrend_trend,trending,SHORT,47.15,0.0924,0.0016536144716469297,0.09736084,0.08247831,0.004960840000000008,False,(allowed),2,,,,True,0.0005399999999999988,0.0004900000000000043,0.0005399999999999988,0.0007300000000000084,0.0005399999999999988,0.0028699999999999976,0.0005399999999999988,0.0028699999999999976,,,,0.01862587787552105,0.013038114512864735,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-10T20:00:00+00:00,4h_flip,supertrend_trend,trending,LONG,85.61,0.095,0.0016007532352985438,0.09019774,0.10460452,0.004802260000000003,False,(allowed),8,,,,True,0.00018999999999999573,0.0014799999999999952,0.00018999999999999573,0.0017800000000000038,0.00018999999999999573,0.002820000000000003,0.00018999999999999573,0.0047699999999999965,,,,0.019782352475709343,0.01384764673299654,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-11T04:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,48.62,0.09361,0.0015502923304359887,0.08895912,0.10291175,0.004650879999999996,False,ALLOW_15M_FAST,1,,,,True,0.00018999999999999573,0.0010000000000000009,0.00018999999999999573,0.0010799999999999976,0.0012599999999999972,0.0031100000000000017,0.0012599999999999972,0.003379999999999994,,,,0.020127373744323673,0.01408916162102657,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-11T19:00:00+00:00,1h_continuation,supertrend_trend,trending,LONG,67.56,0.09392,0.0014057151056734213,0.08970285,0.10235429,0.004217150000000003,False,(allowed),8,,,,True,0.0009499999999999925,0.0005500000000000088,0.0009499999999999925,0.0034200000000000064,0.0009499999999999925,0.003689999999999999,0.0009499999999999925,0.003689999999999999,,,,0.02227096498820292,0.015589675491742042,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-11T19:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,45.67,0.09392,0.0014057151056734213,0.08970285,0.10235429,0.004217150000000003,False,ALLOW_ALIGNED_TREND,6,,,,True,0.0009499999999999925,0.0005500000000000088,0.0009499999999999925,0.0034200000000000064,0.0009499999999999925,0.003689999999999999,0.0009499999999999925,0.003689999999999999,,,,0.02227096498820292,0.015589675491742042,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-12T16:00:00+00:00,4h_flip,supertrend_trend,trending,SHORT,83.66,0.09059,0.0014294128567152637,0.09487824,0.08201352,0.004288239999999999,False,(allowed),8,,,,True,0.00010000000000000286,0.0006599999999999939,0.00016000000000000736,0.0010999999999999899,0.00016000000000000736,0.00202999999999999,0.00016000000000000736,0.007449999999999998,,,,0.02112521687219,0.014787651810532997,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-14T00:00:00+00:00,4h_flip,supertrend_trend,trending,LONG,80.65,0.09409,0.001393226471016064,0.08991032,0.10244936,0.004179679999999991,False,(allowed),8,,,,True,0.00017000000000000348,0.0010899999999999938,0.00017000000000000348,0.001459999999999989,0.003950000000000009,0.0017599999999999977,0.003950000000000009,0.0017599999999999977,,,,0.02251129273054401,0.015757904911380807,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-14T14:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,52.31,0.09704,0.0014383522437399021,0.09272494,0.10567011,0.0043150599999999956,False,ALLOW_15M_FAST,1,False,False,True,False,0.0010000000000000009,0.002909999999999996,0.0010000000000000009,0.004710000000000006,0.0010000000000000009,0.004710000000000006,0.0010000000000000009,0.004710000000000006,315.0,,,0.02248867918406699,0.015742075428846893,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-15T17:00:00+00:00,1h_continuation,supertrend_trend,trending,LONG,71.87,0.09441,0.0015604052676998705,0.08972878,0.10377243,0.00468122,False,(allowed),8,,,,True,0.002350000000000005,7.999999999999674e-05,0.002350000000000005,7.999999999999674e-05,0.004140000000000005,8.999999999999286e-05,0.007750000000000007,8.999999999999286e-05,,,,0.02016781950004486,0.0141174736500314,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-15T17:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,48.9,0.09441,0.0015604052676998705,0.08972878,0.10377243,0.00468122,False,ALLOW_ALIGNED_TREND,8,,,,True,0.002350000000000005,7.999999999999674e-05,0.002350000000000005,7.999999999999674e-05,0.004140000000000005,8.999999999999286e-05,0.007750000000000007,8.999999999999286e-05,,,,0.02016781950004486,0.0141174736500314,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-16T00:00:00+00:00,1h_continuation,supertrend_trend,trending,LONG,45.19,0.09485,0.0016942269910269292,0.08976732,0.10501536,0.005082680000000006,False,(allowed),2,,,,True,0.002579999999999999,0.00038000000000000533,0.0031199999999999978,0.00038000000000000533,0.0049899999999999944,0.0005300000000000027,0.007309999999999997,0.0005300000000000027,,,,0.018661414844137324,0.013062990390896126,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-16T02:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,66.48,0.09584,0.0016942269910269292,0.09075732,0.10600536,0.005082679999999992,False,ALLOW_15M_FAST,2,,,,True,0.002130000000000007,0.00023999999999999022,0.002130000000000007,0.0004699999999999982,0.0040000000000000036,0.0015199999999999936,0.006320000000000006,0.0015199999999999936,,,,0.018856193976406175,0.013199335783484322,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-16T12:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,62.96,0.09673,0.0017576737242296515,0.09145698,0.10727604,0.005273020000000003,False,ALLOW_15M_FAST,1,,,,True,0.0018200000000000022,0.0024099999999999955,0.0031100000000000017,0.0024099999999999955,0.0031100000000000017,0.0024099999999999955,0.005430000000000004,0.0024099999999999955,,,,0.01834432640118944,0.012841028480832609,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-16T16:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,63.0,0.09725,0.001874268458213248,0.09162719,0.10849561,0.005622810000000006,False,ALLOW_15M_FAST,1,,,,True,0.002589999999999995,0.0009200000000000041,0.002589999999999995,0.0009200000000000041,0.004269999999999996,0.0009200000000000041,0.004909999999999998,0.0018600000000000005,,,,0.017295622651307782,0.012106935855915447,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-16T16:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,55.0,0.09725,0.001874268458213248,0.09162719,0.10849561,0.005622810000000006,False,ALLOW_ALIGNED_TREND,8,,,,True,0.002589999999999995,0.0009200000000000041,0.002589999999999995,0.0009200000000000041,0.004269999999999996,0.0009200000000000041,0.004909999999999998,0.0018600000000000005,,,,0.017295622651307782,0.012106935855915447,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-17T07:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,63.0,0.09809,0.0020051376831977065,0.09207459,0.11012083,0.006015409999999999,False,ALLOW_15M_FAST,1,,,,True,0.0013999999999999985,0.0004499999999999921,0.0034300000000000025,0.0004499999999999921,0.004070000000000004,0.0004499999999999921,0.004070000000000004,0.004699999999999996,,,,0.01630645292673318,0.011414517048713223,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-17T09:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,55.0,0.0985,0.0019926278486835846,0.09252212,0.11045577,0.005977880000000005,False,ALLOW_ALIGNED_TREND,4,,,,True,0.0016999999999999932,0.0008599999999999997,0.0036599999999999966,0.0008599999999999997,0.0036599999999999966,0.0018400000000000083,0.0036599999999999966,0.005110000000000003,,,,0.016477413397391706,0.011534189378174194,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-17T12:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,70.0,0.09902,0.001982440145206185,0.09307268,0.11091464,0.005947319999999992,False,ALLOW_15M_FAST,2,,,,True,0.002579999999999999,0.00010999999999999899,0.003140000000000004,0.00010999999999999899,0.003140000000000004,0.0035499999999999976,0.003140000000000004,0.005639999999999992,,,,0.016649516084555754,0.011654661259189028,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-17T13:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,55.0,0.10006,0.001982440145206185,0.09411268,0.11195464,0.005947319999999992,False,ALLOW_ALIGNED_TREND,6,,,,True,0.0021000000000000046,0.00019999999999999185,0.0021000000000000046,0.0007199999999999984,0.0021000000000000046,0.004589999999999997,0.0021000000000000046,0.0066799999999999915,,,,0.016824384764902535,0.011777069335431772,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-18T12:00:00+00:00,4h_flip,supertrend_trend,trending,SHORT,85.0,0.09595,0.0020697142393425734,0.10215914,0.08353171,0.006209140000000002,False,(allowed),8,,,,True,0.0005599999999999911,0.0004100000000000076,0.0019199999999999912,0.0004100000000000076,0.002569999999999989,0.0004100000000000076,0.003489999999999993,0.0011099999999999999,,,,0.015453025700821688,0.01081711799057518,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-19T22:00:00+00:00,1h_continuation,supertrend_trend,trending,SHORT,68.56,0.09378,0.0018864389841449548,0.09943932,0.08246137,0.0056593199999999955,False,(allowed),8,,,,True,0.0013200000000000017,0.0004600000000000021,0.0013200000000000017,0.0008500000000000035,0.0013200000000000017,0.0022699999999999942,0.0013200000000000017,0.0022699999999999942,,,,0.016570895443268816,0.011599626810288172,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-20T05:30:00+00:00,15m_fast,supertrend_trend,trending,SHORT,59.44,0.09364,0.0018620825934719254,0.09922625,0.0824675,0.005586250000000001,False,ALLOW_15M_FAST,2,,,,True,7.000000000000062e-05,0.0017699999999999938,7.000000000000062e-05,0.0017699999999999938,7.000000000000062e-05,0.0024099999999999955,0.00014000000000000123,0.0037599999999999995,,,,0.01676258670843589,0.011733810695905122,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-21T20:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,74.19,0.0938,0.001546592980890431,0.09766648245222607,0.08606703509554783,0.0038664824522260804,False,ALLOW_ADAPTIVE_TREND_ROUTE,8,False,False,True,False,7.000000000000062e-05,0.0014200000000000046,7.000000000000062e-05,0.0031000000000000055,7.000000000000062e-05,0.0047800000000000065,7.000000000000062e-05,0.0047800000000000065,570.0,,,0.02425977646581476,0.01698184352607033,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-23T16:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,LONG,67.93,0.09733,0.001533827667416861,0.09349543083145785,0.10499913833708431,0.0038345691685421485,False,ALLOW_ADAPTIVE_TREND_ROUTE,80,,,,True,7.999999999999674e-05,0.0022800000000000042,0.0003500000000000031,0.0022800000000000042,0.0017500000000000016,0.0022800000000000042,0.0021800000000000014,0.0022800000000000042,,,,0.02538225175294036,0.01776757622705825,False,False,False,False,192
28d,DOGE/USDT:USDT,2026-04-25T14:00:00+00:00,15m_fast,supertrend_trend,ranging,LONG,50.52,0.09823,0.00141861673383848,0.09468346,0.10532308,0.003546540000000001,False,ALLOW_15M_FAST,1,,,,True,0.0005099999999999966,0.0007199999999999984,0.0005099999999999966,0.000899999999999998,0.0009300000000000003,0.000899999999999998,0.002610000000000001,0.000899999999999998,,,,0.02769741776492017,0.01938819243544412,False,False,False,True,168
28d,DOGE/USDT:USDT,2026-04-25T23:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,50.8,0.09799,0.0013662052449933833,0.09389138,0.10618723,0.004098619999999997,False,ALLOW_15M_FAST,1,,,,True,0.00021000000000000185,0.0004899999999999904,0.00068,0.0005799999999999972,0.0019000000000000128,0.0005799999999999972,0.0028500000000000053,0.0005799999999999972,,,,0.023908047098779604,0.016735632969145722,False,False,False,True,132
